Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202400053097;7;06;2024;21:30;3;973;97302;2;2;2;3;MERE THERESA (rue);4,92245377; -52,31258342
202400053141;2;05;2024;07:30;1;973;97302;2;1;3;3;MANDELA  (BOULEVARD);4,93675000; -52,32594000
202400053150;1;05;2024;08:50;1;973;97302;2;1;1;3;BARTHELEMY (RENE);4,93199000; -52,33001000
202400053425;24;10;2024;17:11;1;973;97309;2;1;1;2;HAMEAU DES ENCENS (RUE DU) Cité St Marti;4,91924000; -52,30202000
202400053434;24;10;2024;13:03;1;973;97302;2;1;1;3;ROUGET DE L ' ISLE;4,93931000; -52,32685000
202400053445;23;10;2024;19:19;5;973;97302;2;3;1;3;CONSTANT CHLORE(RUE);4,93445000; -52,32080000
202400053449;23;10;2024;06:50;1;973;97302;1;6;2;7;ROUTE NATIONALE 1;4,90732000; -52,32274000
202400053458;23;10;2024;06:15;2;973;97302;2;1;2;2;ROUTE NATIONALE 1;4,90618000; -52,32263000
202400053475;12;07;2024;01:00;3;973;97305;1;1;2;7;N1;4,94356300; -52,41620900
202400053780;30;11;2024;14:34;1;973;97302;2;1;1;7;BECKER (LIEUTENANT);4,93804000; -52,32933000
202400053788;29;11;2024;22:23;5;973;97302;2;1;1;3;MERE THERESA (rue);4,93010000; -52,30000000
202400053802;10;07;2024;16:05;1;973;97302;2;1;1;3;CATAYEE (JUSTIN);4,93025902; -52,32603228
202400053891;1;01;2024;19:30;4;973;97311;2;1;1;1;Avenue Gaston Monnerville;5,49356300; -54,01452400
202400053985;18;09;2024;07:00;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,92891415; -52,29981440
202400054141;1;01;2024;05:15;5;973;97311;2;1;1;6;Avenue Paul Castaing;5,48758700; -54,01820900
